Date,Open,High,Low,Close,Adj Close,Volume,CloseUSD
2016-02-03,2719.573975,2746.072021,2696.884033,2739.24707,2739.24707,148400.0,438.2795312
2016-02-04,2751.431885,2793.298096,2751.313965,2781.022949,2781.022949,170400.0,444.96367184
2016-02-05,2783.075928,2790.061035,2762.159912,2763.491943,2763.491943,141200.0,442.15871088
2016-02-15,2684.960938,2760.358887,2682.090088,2746.196045,2746.196045,129300.0,439.3913672000001
2016-02-16,2758.579102,2840.62207,2758.579102,2836.571045,2836.571045,196000.0,453.8513672
2016-02-17,2829.763916,2868.700928,2824.355957,2867.337891,2867.337891,216900.0,458.77406256
2016-02-18,2881.7771,2893.215088,2857.698975,2862.893066,2862.893066,219200.0,458.06289056
2016-02-19,2854.904053,2872.724121,2840.488037,2860.020996,2860.020996,163400.0,457.60335936
2016-02-22,2888.5979,2933.964111,2880.346924,2927.175049,2927.175049,232200.0,468.34800784
2016-02-23,2925.708008,2928.048096,2872.281982,2903.331055,2903.331055,199700.0,464.5329688000001
2016-02-24,2889.88501,2929.871094,2872.273926,2928.895996,2928.895996,213400.0,468.62335936000005
2016-02-25,2922.237061,2922.237061,2729.851074,2741.245117,2741.245117,270300.0,438.59921872
2016-02-26,2760.058105,2784.75293,2715.874023,2767.209961,2767.209961,191100.0,442.75359376
2016-02-29,2754.813965,2755.889893,2638.962891,2687.979004,2687.979004,207400.0,430.07664064
2016-03-01,2688.379883,2747.562012,2668.75708,2733.169922,2733.169922,187200.0,437.30718752
2016-03-02,2733.76709,2852.699951,2732.539063,2849.680908,2849.680908,271000.0,455.94894528
2016-03-03,2847.331055,2878.445068,2840.874023,2859.758057,2859.758057,287500.0,457.56128912
2016-03-04,2848.538086,2880.37207,2808.849121,2874.146973,2874.146973,312500.0,459.86351568
2016-03-07,2886.639893,2911.839111,2871.345947,2897.340088,2897.340088,217500.0,463.57441408
2016-03-08,2895.666016,2902.621094,2802.562988,2901.386963,2901.386963,233500.0,464.22191408
2016-03-09,2839.410889,2863.014893,2811.718018,2862.555908,2862.555908,183400.0,458.00894528
2016-03-10,2847.566895,2863.176025,2803.476074,2804.726074,2804.726074,139000.0,448.75617184
2016-03-11,2781.600098,2815.606934,2772.551025,2810.306885,2810.306885,127200.0,449.6491016
2016-03-14,2830.083984,2889.815918,2823.028076,2859.499023,2859.499023,194800.0,457.51984368
2016-03-15,2853.978027,2865.787109,2819.794922,2864.36792,2864.36792,163400.0,458.2988672
2016-03-16,2858.708984,2881.529053,2854.191895,2870.429932,2870.429932,186500.0,459.26878912
2016-03-17,2875.410889,2921.0,2857.190918,2904.832031,2904.832031,200300.0,464.77312496
2016-03-18,2915.518066,2971.551025,2908.741943,2955.149902,2955.149902,313300.0,472.82398432
2016-03-21,2978.455078,3028.322021,2973.758057,3018.802002,3018.802002,352400.0,483.00832032
2016-03-22,3001.629883,3019.101074,2988.426025,2999.363037,2999.363037,270400.0,479.89808592
2016-03-23,2991.168945,3012.560059,2980.85498,3009.959961,3009.959961,217000.0,481.59359376
2016-03-24,2986.801025,2998.154053,2960.537109,2960.969971,2960.969971,237000.0,473.75519536
2016-03-25,2956.199951,2981.407959,2952.105957,2979.125977,2979.125977,169800.0,476.66015632000006
2016-03-28,2988.01001,3008.167969,2948.525879,2957.820068,2957.820068,202000.0,473.25121088
2016-03-29,2956.705078,2962.202881,2905.250977,2919.832031,2919.832031,183000.0,467.17312496
2016-03-30,2941.218018,3001.105957,2941.218018,3000.64502,3000.64502,210400.0,480.1032032
2016-03-31,3009.366943,3023.408936,2992.916016,3003.915039,3003.915039,220400.0,480.62640624
2016-04-01,2997.087891,3009.673096,2956.24707,3009.530029,3009.530029,206500.0,481.52480464
2016-04-05,3000.937988,3057.330078,2993.147949,3053.064941,3053.064941,256700.0,488.49039056
2016-04-06,3039.745117,3059.793945,3029.004883,3050.592041,3050.592041,232300.0,488.09472656
2016-04-07,3058.339111,3062.35791,3007.060059,3008.419922,3008.419922,220900.0,481.34718752
2016-04-08,2988.199951,2996.170898,2960.459961,2984.958008,2984.958008,187900.0,477.59328128
2016-04-11,3006.908936,3048.977051,3006.908936,3033.957031,3033.957031,220000.0,485.43312496
2016-04-12,3031.301025,3036.824951,3001.314941,3023.645996,3023.645996,182700.0,483.78335936
2016-04-13,3041.35791,3097.165039,3041.35791,3066.637939,3066.637939,310000.0,490.6620702400001
2016-04-14,3080.090088,3086.697998,3056.989014,3082.362061,3082.362061,208200.0,493.17792976
2016-04-15,3085.025879,3089.950928,3066.87207,3078.116943,3078.116943,189600.0,492.49871088
2016-04-18,3058.462891,3058.462891,3022.969971,3033.659912,3033.659912,183300.0,485.38558592
2016-04-19,3047.133057,3054.50293,3024.89502,3042.822998,3042.822998,156500.0,486.85167968
2016-04-20,3050.381104,3055.688965,2905.049072,2972.583984,2972.583984,283100.0,475.61343744
2016-04-21,2954.370117,2990.673096,2943.464111,2952.891113,2952.891113,189400.0,472.46257808
2016-04-22,2933.034912,2960.208984,2926.775879,2959.23999,2959.23999,137200.0,473.4783984
2016-04-25,2949.9729,2954.092041,2917.02002,2946.669922,2946.669922,125900.0,471.46718752
2016-04-26,2944.716064,2965.428955,2933.970947,2964.699951,2964.699951,117700.0,474.35199216
2016-04-27,2967.189941,2976.021973,2949.431885,2953.670898,2953.670898,130900.0,472.58734368
2016-04-28,2955.741943,2959.511963,2916.374023,2945.589111,2945.589111,138700.0,471.29425776
2016-04-29,2935.375977,2950.575928,2930.356934,2938.323975,2938.323975,109300.0,470.131836
2016-05-03,2940.39209,2993.534912,2929.814941,2992.643066,2992.643066,168700.0,478.82289056
2016-05-04,2983.0271,3004.417969,2978.330078,2991.271973,2991.271973,165400.0,478.60351568
2016-05-05,2987.021973,2999.11792,2977.199951,2997.842041,2997.842041,144800.0,479.65472656
2016-05-06,2998.4021,3003.590088,2913.035889,2913.248047,2913.248047,206800.0,466.11968752
2016-05-09,2896.162109,2896.162109,2821.825928,2832.113037,2832.113037,180400.0,453.13808592
2016-05-10,2822.326904,2845.238037,2820.164063,2832.591064,2832.591064,120800.0,453.21457024000006
2016-05-11,2843.544922,2857.253906,2818.698975,2837.037109,2837.037109,135800.0,453.92593744
2016-05-12,2812.10791,2839.275879,2781.236084,2835.862061,2835.862061,136300.0,453.73792976
2016-05-13,2828.461914,2850.093018,2814.11499,2827.108887,2827.108887,114300.0,452.33742192
2016-05-16,2816.774902,2851.229004,2804.990967,2850.862061,2850.862061,114700.0,456.13792976
2016-05-17,2850.926025,2860.321045,2832.458984,2843.684082,2843.684082,123400.0,454.98945312000006
2016-05-18,2828.177979,2828.254883,2781.416992,2807.513916,2807.513916,140500.0,449.20222656
2016-05-19,2802.314941,2829.4021,2801.548096,2806.906006,2806.906006,111600.0,449.10496096
2016-05-20,2792.887939,2825.951904,2785.080078,2825.48291,2825.48291,108700.0,452.0772656
2016-05-23,2826.312012,2848.071045,2826.256104,2843.64502,2843.64502,120500.0,454.9832032
2016-05-24,2839.681885,2839.695068,2807.187988,2821.666016,2821.666016,111500.0,451.46656256000006
2016-05-25,2835.029053,2843.165039,2807.749023,2815.085938,2815.085938,103500.0,450.41375008000006
2016-05-26,2813.542969,2827.092041,2780.762939,2822.443115,2822.443115,114800.0,451.5908984
2016-05-27,2817.968018,2832.799072,2809.799072,2821.045898,2821.045898,109800.0,451.36734368
2016-05-30,2814.650879,2830.969971,2794.660889,2822.450928,2822.450928,106300.0,451.5921484800001
2016-05-31,2822.593018,2917.13501,2822.593018,2916.615967,2916.615967,215300.0,466.65855472
2016-06-01,2917.154053,2929.075928,2909.511963,2913.508057,2913.508057,188400.0,466.16128912
2016-06-02,2911.218994,2925.669922,2906.523926,2925.229004,2925.229004,159700.0,468.03664064
2016-06-03,2929.788086,2945.519043,2915.185059,2938.681885,2938.681885,172000.0,470.1891016
2016-06-06,2940.993896,2945.941895,2922.282959,2934.0979,2934.0979,142000.0,469.45566400000007
2016-06-07,2936.281982,2938.444092,2923.501953,2936.044922,2936.044922,133000.0,469.76718752
2016-06-08,2932.375977,2937.986084,2908.366943,2927.158936,2927.158936,143000.0,468.34542976
2016-06-13,2897.272949,2911.157959,2832.50708,2833.071045,2833.071045,169300.0,453.2913672
2016-06-14,2824.229004,2843.456055,2822.061035,2842.188965,2842.188965,119800.0,454.7502344
2016-06-15,2814.693115,2894.263916,2811.781006,2887.209961,2887.209961,166700.0,461.95359376
2016-06-16,2878.4021,2887.74292,2865.387939,2872.816895,2872.816895,173900.0,459.6507032
2016-06-17,2873.009033,2900.299072,2872.185059,2885.10498,2885.10498,171500.0,461.6167968
2016-06-20,2887.635986,2891.657959,2864.02002,2888.809082,2888.809082,136600.0,462.20945312
2016-06-21,2898.384033,2919.302002,2869.176025,2878.558105,2878.558105,164400.0,460.5692968
2016-06-22,2872.733887,2905.978027,2869.512939,2905.550049,2905.550049,130600.0,464.88800784
2016-06-23,2902.397949,2904.112061,2878.660889,2891.959961,2891.959961,136100.0,462.71359376
2016-06-24,2883.759033,2899.569092,2807.5979,2854.285889,2854.285889,190800.0,456.68574224
2016-06-27,2840.559082,2895.730957,2840.2771,2895.702881,2895.702881,156700.0,463.31246096
2016-06-28,2885.010986,2913.582031,2878.823975,2912.556885,2912.556885,173900.0,466.0091016
2016-06-29,2918.533936,2933.99707,2915.062012,2931.592041,2931.592041,193200.0,469.05472656
2016-06-30,2931.480957,2938.136963,2922.312012,2929.605957,2929.605957,154500.0,468.73695312000007
2016-07-01,2931.802002,2944.989014,2925.810059,2932.476074,2932.476074,141200.0,469.19617184
2016-07-04,2924.292969,2992.498047,2922.52002,2988.604004,2988.604004,222000.0,478.17664064
2016-07-05,2991.751953,3010.274902,2990.64209,3006.39209,3006.39209,235200.0,481.0227344
2016-07-06,2998.520996,3017.6521,2984.827881,3017.291992,3017.291992,212400.0,482.76671872
2016-07-07,3009.353027,3024.108887,2994.643066,3016.846924,3016.846924,222700.0,482.69550784
2016-07-08,3000.325928,3001.551025,2983.881104,2988.093994,2988.093994,169000.0,478.09503904
2016-07-11,2993.749023,3022.944092,2990.906982,2994.916992,2994.916992,224300.0,479.18671872
2016-07-12,2992.52002,3049.680908,2984.420898,3049.381104,3049.381104,259500.0,487.90097664
2016-07-13,3049.512939,3069.047119,3048.198975,3060.688965,3060.688965,253700.0,489.7102344
2016-07-14,3054.975098,3057.045898,3036.522949,3054.018066,3054.018066,180200.0,488.64289056
2016-07-15,3056.681885,3062.683105,3044.538086,3054.295898,3054.295898,172900.0,488.68734368
2016-07-18,3047.636963,3058.321045,3031.638916,3043.563965,3043.563965,177500.0,486.9702344
2016-07-19,3040.226074,3043.600098,3014.289063,3036.5979,3036.5979,155400.0,485.8556640000001
2016-07-20,3034.714111,3042.99707,3022.631104,3027.899902,3027.899902,138200.0,484.46398432
2016-07-21,3027.604004,3053.333984,3027.36792,3039.009033,3039.009033,163800.0,486.24144528
2016-07-22,3038.11792,3039.27002,3007.457031,3012.815918,3012.815918,162000.0,482.05054688
2016-07-25,3008.093994,3027.123047,3003.291992,3015.827881,3015.827881,144200.0,482.53246096
2016-07-26,3014.040039,3050.61499,3013.802002,3050.166016,3050.166016,156700.0,488.02656256
2016-07-27,3050.36792,3057.424072,2939.227051,2991.999023,2991.999023,280200.0,478.71984368
2016-07-28,2980.500977,3003.363037,2968.181885,2994.322998,2994.322998,190600.0,479.09167968
2016-07-29,2992.535889,3000.054932,2972.916992,2979.339111,2979.339111,150100.0,476.69425776
2016-08-01,2971.948975,2972.875,2931.962891,2953.38501,2953.38501,147400.0,472.5416016
2016-08-02,2950.080078,2971.279053,2946.636963,2971.279053,2971.279053,115500.0,475.4046484800001
2016-08-03,2963.215088,2981.156006,2956.785889,2978.460938,2978.460938,141100.0,476.55375008
2016-08-04,2976.409912,2982.860107,2958.933105,2982.426025,2982.426025,133900.0,477.188164
2016-08-05,2978.778076,2991.677002,2971.563965,2976.696045,2976.696045,141900.0,476.2713672
2016-08-08,2972.625,3004.718018,2959.048096,3004.2771,3004.2771,155700.0,480.684336
2016-08-09,3001.305908,3025.910889,2998.677002,3025.680908,3025.680908,170000.0,484.10894528
2016-08-10,3023.471924,3033.196045,3017.090088,3018.746094,3018.746094,164700.0,482.99937504
2016-08-11,3013.677979,3038.048096,3001.167969,3002.637939,3002.637939,161900.0,480.42207024
2016-08-12,3000.272949,3051.053955,2999.039063,3050.666992,3050.666992,168200.0,488.10671872
2016-08-15,3056.483887,3137.476074,3053.871094,3125.195068,3125.195068,297600.0,500.03121088
2016-08-16,3130.532959,3140.440918,3102.064941,3110.037109,3110.037109,278300.0,497.60593744
2016-08-17,3106.990967,3114.254883,3090.281006,3109.554932,3109.554932,213800.0,497.52878912
2016-08-18,3107.75293,3125.581055,3093.316895,3104.114014,3104.114014,229400.0,496.6582422400001
2016-08-19,3100.391113,3113.343994,3082.770996,3108.102051,3108.102051,194300.0,497.29632816
2016-08-22,3107.381104,3112.73999,3083.593018,3084.804932,3084.804932,185400.0,493.56878912
2016-08-23,3081.572021,3101.110107,3073.529053,3089.706055,3089.706055,161400.0,494.3529688
2016-08-24,3092.02002,3097.147949,3079.548096,3085.879883,3085.879883,145700.0,493.74078128
2016-08-25,3073.444092,3073.444092,3041.504883,3068.329102,3068.329102,174000.0,490.93265632
2016-08-26,3069.850098,3087.6521,3063.894043,3070.309082,3070.309082,149700.0,491.24945312000006
2016-08-29,3068.459961,3074.943115,3058.784912,3070.0271,3070.0271,144500.0,491.204336
2016-08-30,3071.439941,3082.988037,3065.970947,3074.677002,3074.677002,140400.0,491.94832032
2016-08-31,3072.916016,3087.697998,3063.395996,3085.490967,3085.490967,141400.0,493.67855472
2016-09-01,3083.960938,3088.704102,3062.875977,3063.304932,3063.304932,155200.0,490.12878912
2016-09-02,3057.495117,3072.525879,3050.491943,3067.352051,3067.352051,150400.0,490.77632816
2016-09-05,3070.707031,3085.485107,3065.329102,3072.094971,3072.094971,145000.0,491.53519536
2016-09-06,3071.054932,3095.509033,3053.187012,3090.712891,3090.712891,172900.0,494.51406256
2016-09-07,3091.329102,3105.677979,3087.878906,3091.927979,3091.927979,187000.0,494.70847664
2016-09-08,3089.952881,3096.782959,3083.9021,3095.954102,3095.954102,145900.0,495.3526563200001
2016-09-09,3095.427002,3101.791992,3078.218018,3078.85498,3078.85498,160700.0,492.6167968
2016-09-12,3037.50708,3040.951904,2999.928955,3021.977051,3021.977051,206000.0,483.51632816
2016-09-13,3025.034912,3029.720947,3008.740967,3023.51001,3023.51001,135400.0,483.7616016
2016-09-14,3008.904053,3017.945068,2995.416016,3002.849121,3002.849121,133400.0,480.45585936
2016-09-19,3005.322998,3026.650879,3005.322998,3026.051025,3026.051025,119200.0,484.1681640000001
2016-09-20,3027.172119,3027.816895,3015.879883,3023.0,3023.0,118900.0,483.68
2016-09-21,3021.575928,3032.449951,3017.541016,3025.874023,3025.874023,115700.0,484.13984368
2016-09-22,3038.422119,3054.435059,3035.070068,3042.312988,3042.312988,139300.0,486.77007808
2016-09-23,3044.785889,3046.804932,3032.802002,3033.895996,3033.895996,125600.0,485.42335936000006
2016-09-26,3028.24292,3028.24292,2980.116943,2980.429932,2980.429932,144300.0,476.86878912
2016-09-27,2974.593018,2998.23291,2969.13208,2998.172119,2998.172119,121700.0,479.70753904
2016-09-28,3000.695068,3000.695068,2984.321045,2987.85791,2987.85791,104600.0,478.0572656000001
2016-09-29,2992.167969,3009.197998,2991.908936,2998.48291,2998.48291,113200.0,479.7572656
2016-09-30,2994.250977,3009.195068,2993.062012,3004.702881,3004.702881,101300.0,480.75246096
2016-10-10,3020.457031,3048.236084,3014.620117,3048.143066,3048.143066,160100.0,487.70289056
2016-10-11,3051.62207,3066.104004,3048.018066,3065.25,3065.25,167300.0,490.44
2016-10-12,3057.315918,3060.513916,3048.887939,3058.498047,3058.498047,142500.0,489.35968752
2016-10-13,3057.971924,3064.999023,3052.639893,3061.345947,3061.345947,154800.0,489.81535152
2016-10-14,3056.99292,3064.790039,3043.184082,3063.809082,3063.809082,155400.0,490.20945312
2016-10-17,3064.690918,3068.812012,3033.75293,3041.166016,3041.166016,163700.0,486.58656256
2016-10-18,3037.404053,3084.187012,3037.404053,3083.875,3083.875,182000.0,493.42
2016-10-19,3085.749023,3096.2229,3076.770996,3084.718994,3084.718994,182500.0,493.55503904
2016-10-20,3084.907959,3089.681885,3076.294922,3084.458008,3084.458008,160700.0,493.51328128
2016-10-21,3081.388916,3101.849121,3069.26709,3090.940918,3090.940918,187400.0,494.55054688
2016-10-24,3092.047119,3137.033936,3090.785889,3128.24707,3128.24707,240500.0,500.5195312
2016-10-25,3127.968018,3132.504883,3121.050049,3131.938965,3131.938965,203400.0,501.1102344
2016-10-26,3129.837891,3129.837891,3110.386963,3116.312012,3116.312012,191700.0,498.60992192
2016-10-27,3112.603027,3114.759033,3100.39209,3112.350098,3112.350098,158000.0,497.97601568
2016-10-28,3111.704102,3128.643066,3101.237061,3104.27002,3104.27002,181800.0,496.6832032
2016-10-31,3097.187988,3102.302002,3081.072021,3100.491943,3100.491943,151500.0,496.07871088
2016-11-01,3101.664063,3122.61499,3097.041992,3122.436035,3122.436035,160200.0,499.5897656
2016-11-02,3115.729004,3118.977051,3099.820068,3102.73291,3102.73291,182700.0,496.4372656000001
2016-11-03,3096.764893,3140.929932,3094.103027,3128.936035,3128.936035,223000.0,500.6297656
2016-11-04,3126.349121,3141.333984,3119.534912,3125.316895,3125.316895,197700.0,500.0507032
2016-11-07,3124.89209,3139.201904,3117.095947,3133.333008,3133.333008,179400.0,501.33328128
2016-11-08,3140.944092,3156.881104,3134.955078,3147.887939,3147.887939,190800.0,503.6620702400001
2016-11-09,3146.077881,3146.949951,3096.947021,3128.370117,3128.370117,241100.0,500.53921872
2016-11-10,3148.543945,3172.309082,3148.543945,3171.281982,3171.281982,244200.0,507.40511712
2016-11-11,3169.400879,3202.73999,3166.070068,3196.043945,3196.043945,310900.0,511.3670312
2016-11-14,3187.708984,3221.458008,3186.795898,3210.371094,3210.371094,329600.0,513.65937504
2016-11-15,3209.955078,3214.291992,3195.034912,3206.986084,3206.986084,240900.0,513.1177734400001
2016-11-16,3208.49707,3210.893066,3195.410889,3205.056885,3205.056885,221800.0,512.8091016
2016-11-17,3198.499023,3211.052979,3187.206055,3208.452881,3208.452881,214200.0,513.35246096
2016-11-18,3207.193115,3212.394043,3187.496094,3192.855957,3192.855957,209800.0,510.85695312000007
2016-11-21,3188.496094,3229.75708,3188.280029,3218.147949,3218.147949,230700.0,514.90367184
2016-11-22,3220.98291,3249.677002,3220.98291,3248.352051,3248.352051,261600.0,519.73632816
2016-11-23,3247.945068,3262.878906,3231.585938,3241.136963,3241.136963,250000.0,518.58191408
2016-11-24,3237.427979,3257.856934,3232.868896,3241.736084,3241.736084,232300.0,518.67777344
2016-11-25,3241.24292,3262.437988,3209.5979,3261.937988,3261.937988,233900.0,521.9100780800001
2016-11-28,3270.047119,3288.336914,3267.674072,3277.0,3277.0,281600.0,524.32
2016-11-29,3269.233887,3301.212891,3263.396973,3282.924072,3282.924072,320800.0,525.26785152
2016-11-30,3272.14209,3277.269043,3239.520996,3250.033936,3250.033936,243600.0,520.00542976
2016-12-01,3257.0271,3279.670898,3256.256104,3273.309082,3273.309082,237800.0,523.72945312
2016-12-02,3270.121094,3279.714111,3235.2771,3243.843018,3243.843018,259600.0,519.01488288
2016-12-05,3203.783936,3219.518066,3194.878906,3204.708984,3204.708984,223000.0,512.75343744
2016-12-06,3202.029053,3215.311035,3196.524902,3199.646973,3199.646973,157600.0,511.94351568
2016-12-07,3198.475098,3222.427979,3189.485107,3222.241943,3222.241943,169100.0,515.55871088
2016-12-08,3225.550049,3228.12207,3211.470947,3215.365967,3215.365967,170700.0,514.45855472
2016-12-09,3209.340088,3244.801025,3207.042969,3232.883057,3232.883057,204000.0,517.26128912
2016-12-12,3233.666016,3245.094971,3149.895996,3152.969971,3152.969971,274700.0,504.47519536
2016-12-13,3138.988037,3162.496094,3118.711914,3155.037109,3155.037109,185200.0,504.80593744
2016-12-14,3149.376953,3170.020996,3136.3479,3140.531006,3140.531006,201400.0,502.48496096
2016-12-15,3125.75708,3138.779053,3100.913086,3117.677002,3117.677002,190000.0,498.82832032
2016-12-16,3111.514893,3128.874023,3106.345947,3122.981934,3122.981934,165000.0,499.67710944
2016-12-19,3120.696045,3125.283936,3110.082031,3118.084961,3118.084961,154200.0,498.89359376
2016-12-20,3115.897949,3117.014893,3084.800049,3102.875977,3102.875977,157400.0,496.46015632
2016-12-21,3107.23999,3140.250977,3107.23999,3137.429932,3137.429932,186700.0,501.98878912
2016-12-22,3132.156006,3143.168945,3126.886963,3139.558105,3139.558105,167800.0,502.3292968
2016-12-23,3134.928955,3138.404053,3103.748047,3110.154053,3110.154053,166200.0,497.62464848
2016-12-26,3095.579102,3122.881104,3068.415039,3122.569092,3122.569092,152600.0,499.61105472
2016-12-27,3117.386963,3127.883057,3113.745117,3114.664063,3114.664063,141500.0,498.34625008000006
2016-12-28,3113.76709,3118.781982,3094.549072,3102.236084,3102.236084,135700.0,496.35777344
2016-12-29,3095.844971,3111.799072,3087.343994,3096.096924,3096.096924,132600.0,495.37550784
2016-12-30,3097.344971,3108.839111,3089.989014,3103.636963,3103.636963,133300.0,496.58191408
2017-01-03,3105.309082,3136.456055,3105.309082,3135.920898,3135.920898,141600.0,501.74734368
2017-01-04,3133.787109,3160.103027,3130.11499,3158.793945,3158.793945,167900.0,505.4070312
2017-01-05,3157.906006,3168.501953,3154.281006,3165.410889,3165.410889,174700.0,506.46574224000005
2017-01-06,3163.775879,3172.034912,3153.024902,3154.321045,3154.321045,183700.0,504.69136720000006
2017-01-09,3148.531982,3173.135986,3147.735107,3171.236084,3171.236084,171700.0,507.39777344
2017-01-10,3167.570068,3174.577881,3157.332031,3161.670898,3161.670898,179800.0,505.86734368
2017-01-11,3156.686035,3167.029053,3136.26709,3136.753906,3136.753906,178400.0,501.88062496
2017-01-12,3133.602051,3144.969971,3115.979004,3119.289063,3119.289063,148900.0,499.08625008
2017-01-13,3116.083008,3130.514893,3102.163086,3112.763916,3112.763916,156300.0,498.04222656
2017-01-16,3104.491943,3105.14209,3044.291016,3103.427979,3103.427979,257900.0,496.5484766400001
2017-01-17,3087.030029,3108.906982,3072.337891,3108.774902,3108.774902,136200.0,497.40398432
2017-01-18,3104.766113,3123.719971,3098.585938,3113.011963,3113.011963,131800.0,498.08191408
2017-01-19,3104.971924,3115.778076,3094.006104,3101.299072,3101.299072,123900.0,496.20785152
2017-01-20,3095.819092,3125.659912,3095.215088,3123.138916,3123.138916,122400.0,499.70222656
2017-01-23,3125.420898,3145.841064,3125.420898,3136.774902,3136.774902,132700.0,501.88398432
2017-01-24,3134.592041,3149.531006,3131.218018,3142.552979,3142.552979,126000.0,502.80847664
2017-01-25,3137.645996,3151.471924,3133.190918,3149.554932,3149.554932,112100.0,503.92878912
2017-01-26,3149.217041,3163.104004,3148.907959,3159.166016,3159.166016,113900.0,505.46656256000006
2017-02-03,3160.082031,3162.677002,3136.012939,3140.169922,3140.169922,92200.0,502.42718752
2017-02-06,3143.093018,3158.843018,3135.386963,3156.983887,3156.983887,127200.0,505.11742192
2017-02-07,3154.405029,3159.543945,3140.035889,3153.087891,3153.087891,128300.0,504.49406256
2017-02-08,3148.085938,3167.447021,3132.032959,3166.981934,3166.981934,144900.0,506.71710944
2017-02-09,3164.687988,3186.837891,3162.573975,3183.178955,3183.178955,191600.0,509.3086328
2017-02-10,3183.00708,3205.049072,3182.802002,3196.698975,3196.698975,239300.0,511.471836
2017-02-13,3198.995117,3219.406982,3198.995117,3216.839111,3216.839111,220200.0,514.69425776
2017-02-14,3216.136963,3219.405029,3205.284912,3217.927979,3217.927979,188800.0,514.86847664
2017-02-15,3215.464111,3235.998047,3206.561035,3212.986084,3212.986084,241500.0,514.07777344
2017-02-16,3210.356934,3230.274902,3207.784912,3229.61792,3229.61792,217000.0,516.7388672000001
2017-02-17,3227.707031,3238.395996,3199.425049,3202.075928,3202.075928,226200.0,512.33214848
2017-02-20,3198.962891,3241.458008,3198.962891,3239.960938,3239.960938,232200.0,518.39375008
2017-02-21,3242.2229,3254.335938,3239.87793,3253.325928,3253.325928,211700.0,520.53214848
2017-02-22,3252.689941,3261.381104,3243.840088,3261.218018,3261.218018,207500.0,521.79488288
2017-02-23,3258.832031,3264.082031,3236.35498,3251.375,3251.375,209200.0,520.22
2017-02-24,3246.860107,3253.956055,3233.534912,3253.433105,3253.433105,186400.0,520.5492968
2017-02-27,3249.195068,3251.654053,3224.087891,3228.659912,3228.659912,182600.0,516.58558592
2017-02-28,3225.968994,3242.678955,3225.968994,3241.73291,3241.73291,151200.0,518.6772656
2017-03-01,3240.072998,3259.978027,3237.871094,3246.934082,3246.934082,190700.0,519.50945312
2017-03-02,3250.518066,3256.806885,3228.665039,3230.028076,3230.028076,181200.0,516.80449216
2017-03-03,3219.201904,3221.155029,3206.613037,3218.312012,3218.312012,157100.0,514.92992192
2017-03-06,3217.334961,3234.663086,3215.066895,3233.865967,3233.865967,156100.0,517.4185547200001
2017-03-07,3233.093994,3242.658936,3226.822021,3242.406006,3242.406006,164100.0,518.78496096
2017-03-08,3240.531982,3245.303955,3230.60791,3240.665039,3240.665039,160700.0,518.50640624
2017-03-09,3233.700928,3233.875,3205.279053,3216.746094,3216.746094,167400.0,514.67937504
2017-03-10,3213.729004,3222.319092,3208.447021,3212.76001,3212.76001,136700.0,514.0416016
2017-03-13,3209.448975,3237.121094,3193.156982,3237.023926,3237.023926,163700.0,517.92382816
2017-03-14,3235.251953,3246.329102,3231.520996,3239.327881,3239.327881,146900.0,518.2924609600001
2017-03-15,3235.403076,3243.712891,3227.738037,3241.76001,3241.76001,144100.0,518.6816016
2017-03-16,3247.163086,3269.77002,3247.163086,3268.935059,3268.935059,189400.0,523.02960944
2017-03-17,3271.866943,3274.189941,3232.281006,3237.447021,3237.447021,200600.0,517.99152336
2017-03-20,3241.110107,3251.126953,3228.11792,3250.808105,3250.808105,170500.0,520.1292968
2017-03-21,3250.24707,3262.220947,3246.696045,3261.611084,3261.611084,162700.0,521.8577734400001
2017-03-22,3246.2229,3255.778076,3229.12793,3245.219971,3245.219971,189700.0,519.23519536
2017-03-23,3245.808105,3262.091064,3221.934082,3248.550049,3248.550049,193000.0,519.76800784
2017-03-24,3247.350098,3275.207031,3241.123047,3269.445068,3269.445068,219800.0,523.11121088
2017-03-27,3268.924072,3283.239014,3262.11792,3266.955078,3266.955078,201900.0,522.71281248
2017-03-28,3265.634033,3265.634033,3246.085938,3252.947998,3252.947998,161700.0,520.4716796800001
2017-03-29,3252.86499,3262.0979,3233.280029,3241.313965,3241.313965,216100.0,518.6102344
2017-03-30,3235.136963,3240.01709,3195.852051,3210.237061,3210.237061,247100.0,513.63792976
2017-03-31,3206.25293,3226.248047,3205.537109,3222.513916,3222.513916,196400.0,515.60222656
2017-04-05,3235.659912,3270.64502,3233.237061,3270.304932,3270.304932,248300.0,523.24878912
2017-04-06,3272.193115,3286.674072,3265.764893,3281.004883,3281.004883,245300.0,524.96078128
2017-04-07,3280.624023,3295.187012,3275.051025,3286.615967,3286.615967,236100.0,525.85855472
2017-04-10,3285.458984,3285.458984,3265.011963,3269.393066,3269.393066,232700.0,523.10289056
2017-04-11,3266.221924,3290.388916,3244.405029,3288.966064,3288.966064,281300.0,526.23457024
2017-04-12,3283.836914,3284.934082,3262.2771,3273.830078,3273.830078,269400.0,523.81281248
2017-04-13,3265.218018,3281.136963,3261.48999,3275.959961,3275.959961,207300.0,524.15359376
2017-04-14,3276.137939,3276.710938,3238.895996,3244.48291,3244.48291,208100.0,519.1172656
2017-04-17,3229.948975,3229.948975,3199.912109,3222.166992,3222.166992,212700.0,515.54671872
